0,0
5e-09,-8.70178e-17
1e-08,-1.74051e-16
1.5e-08,-2.61099e-16
2e-08,-3.48163e-16
2.5e-08,-4.35243e-16
3e-08,-5.22337e-16
3.5e-08,-6.09447e-16
4e-08,-6.96573e-16
4.5e-08,-7.83714e-16
5e-08,-8.7087e-16
5.5e-08,-9.58041e-16
6e-08,-1.04523e-15
6.5e-08,-1.13243e-15
7e-08,-1.21965e-15
7.5e-08,-1.30688e-15
8e-08,-1.39413e-15
8.5e-08,-1.48139e-15
9e-08,-1.56867e-15
9.5e-08,-1.65597e-15
1e-07,-1.74328e-15
1.05e-07,-1.8306e-15
1.1e-07,-1.91795e-15
1.15e-07,-2.0053e-15
1.2e-07,-2.09267e-15
1.25e-07,-2.18006e-15
1.3e-07,-2.26746e-15
1.35e-07,-2.35488e-15
1.4e-07,-2.44232e-15
1.45e-07,-2.52977e-15
1.5e-07,-2.61723e-15
1.55e-07,-2.70471e-15
1.6e-07,-2.79221e-15
1.65e-07,-2.87972e-15
1.7e-07,-2.96724e-15
1.75e-07,-3.05478e-15
1.8e-07,-3.14234e-15
1.85e-07,-3.22991e-15
1.9e-07,-3.3175e-15
1.95e-07,-3.40511e-15
2e-07,-3.49272e-15
2.05e-07,-3.58036e-15
2.1e-07,-3.66801e-15
2.15e-07,-3.75567e-15
2.2e-07,-3.84335e-15
2.25e-07,-3.93105e-15
2.3e-07,-4.01876e-15
2.35e-07,-4.10649e-15
2.4e-07,-4.19423e-15
2.45e-07,-4.28199e-15
2.5e-07,-4.36976e-15
2.55e-07,-4.45755e-15
2.6e-07,-4.54536e-15
2.65e-07,-4.63318e-15
2.7e-07,-4.72101e-15
2.75e-07,-4.80887e-15
2.8e-07,-4.89673e-15
2.85e-07,-4.98461e-15
2.9e-07,-5.07251e-15
2.95e-07,-5.16042e-15
3e-07,-5.24835e-15
3.05e-07,-5.3363e-15
3.1e-07,-5.42426e-15
3.15e-07,-5.51223e-15
3.2e-07,-5.60022e-15
3.25e-07,-5.68823e-15
3.3e-07,-5.77625e-15
3.35e-07,-5.86429e-15
3.4e-07,-5.95234e-15
3.45e-07,-6.04041e-15
3.5e-07,-6.12849e-15
3.55e-07,-6.21659e-15
3.6e-07,-6.30471e-15
3.65e-07,-6.39284e-15
3.7e-07,-6.48098e-15
3.75e-07,-6.56914e-15
3.8e-07,-6.65732e-15
3.85e-07,-6.74551e-15
3.9e-07,-6.83372e-15
3.95e-07,-6.92194e-15
4e-07,-7.01018e-15
4.05e-07,-7.09844e-15
4.1e-07,-7.18671e-15
4.15e-07,-7.27499e-15
4.2e-07,-7.36329e-15
4.25e-07,-7.45161e-15
4.3e-07,-7.53994e-15
4.35e-07,-7.62829e-15
4.4e-07,-7.71665e-15
4.45e-07,-7.80503e-15
4.5e-07,-7.89343e-15
4.55e-07,-7.98184e-15
4.6e-07,-8.07026e-15
4.65e-07,-8.1587e-15
4.7e-07,-8.24716e-15
4.75e-07,-8.33563e-15
4.8e-07,-8.42412e-15
4.85e-07,-8.51262e-15
4.9e-07,-8.60114e-15
4.95e-07,-8.68968e-15
5e-07,-8.77823e-15
5.05e-07,-8.86679e-15
5.1e-07,-8.95538e-15
5.15e-07,-9.04397e-15
5.2e-07,-9.13259e-15
5.25e-07,-9.22121e-15
5.3e-07,-9.30986e-15
5.35e-07,-9.39852e-15
5.4e-07,-9.48719e-15
5.45e-07,-9.57588e-15
5.5e-07,-9.66459e-15
5.55e-07,-9.75331e-15
5.6e-07,-9.84205e-15
5.65e-07,-9.9308e-15
5.7e-07,-1.00196e-14
5.75e-07,-1.01084e-14
5.8e-07,-1.01972e-14
5.85e-07,-1.0286e-14
5.9e-07,-1.03748e-14
5.95e-07,-1.04636e-14
6e-07,-1.05525e-14
6.05e-07,-1.06414e-14
6.1e-07,-1.07303e-14
6.15e-07,-1.08192e-14
6.2e-07,-1.09081e-14
6.25e-07,-1.09971e-14
6.3e-07,-1.1086e-14
6.35e-07,-1.1175e-14
6.4e-07,-1.1264e-14
6.45e-07,-1.1353e-14
6.5e-07,-1.1442e-14
6.55e-07,-1.1531e-14
6.6e-07,-1.16201e-14
6.65e-07,-1.17091e-14
6.7e-07,-1.17982e-14
6.75e-07,-1.18873e-14
6.8e-07,-1.19764e-14
6.85e-07,-1.20656e-14
6.9e-07,-1.21547e-14
6.95e-07,-1.22439e-14
7e-07,-1.2333e-14
7.05e-07,-1.24222e-14
7.1e-07,-1.25114e-14
7.15e-07,-1.26007e-14
7.2e-07,-1.26899e-14
7.25e-07,-1.27792e-14
7.3e-07,-1.28684e-14
7.35e-07,-1.29577e-14
7.4e-07,-1.3047e-14
7.45e-07,-1.31363e-14
7.5e-07,-1.32257e-14
7.55e-07,-1.3315e-14
7.6e-07,-1.34044e-14
7.65e-07,-1.34938e-14
7.7e-07,-1.35832e-14
7.75e-07,-1.36726e-14
7.8e-07,-1.3762e-14
7.85e-07,-1.38514e-14
7.9e-07,-1.39409e-14
7.95e-07,-1.40304e-14
8e-07,-1.41199e-14
8.05e-07,-1.42094e-14
8.1e-07,-1.42989e-14
8.15e-07,-1.43884e-14
8.2e-07,-1.4478e-14
8.25e-07,-1.45675e-14
8.3e-07,-1.46571e-14
8.35e-07,-1.47467e-14
8.4e-07,-1.48363e-14
8.45e-07,-1.4926e-14
8.5e-07,-1.50156e-14
8.55e-07,-1.51053e-14
8.6e-07,-1.5195e-14
8.65e-07,-1.52846e-14
8.7e-07,-1.53744e-14
8.75e-07,-1.54641e-14
8.8e-07,-1.55538e-14
8.85e-07,-1.56436e-14
8.9e-07,-1.57334e-14
8.95e-07,-1.58231e-14
9e-07,-1.59129e-14
9.05e-07,-1.60028e-14
9.1e-07,-1.60926e-14
9.15e-07,-1.61825e-14
9.2e-07,-1.62723e-14
9.25e-07,-1.63622e-14
9.3e-07,-1.64521e-14
9.35e-07,-1.6542e-14
9.4e-07,-1.66319e-14
9.45e-07,-1.67219e-14
9.5e-07,-1.68119e-14
9.55e-07,-1.69018e-14
9.6e-07,-1.69918e-14
9.65e-07,-1.70818e-14
9.7e-07,-1.71719e-14
9.75e-07,-1.72619e-14
9.8e-07,-1.7352e-14
9.85e-07,-1.7442e-14
9.9e-07,-1.75321e-14
9.95e-07,-1.76222e-14
1e-06,-1.77123e-14
1.005e-06,-1.78025e-14
1.01e-06,-1.78926e-14
1.015e-06,-1.79828e-14
1.02e-06,-1.8073e-14
1.025e-06,-1.81632e-14
1.03e-06,-1.82534e-14
1.035e-06,-1.83436e-14
1.04e-06,-1.84339e-14
1.045e-06,-1.85241e-14
1.05e-06,-1.86144e-14
1.055e-06,-1.87047e-14
1.06e-06,-1.8795e-14
1.065e-06,-1.88853e-14
1.07e-06,-1.89757e-14
1.075e-06,-1.9066e-14
1.08e-06,-1.91564e-14
1.085e-06,-1.92468e-14
1.09e-06,-1.93372e-14
1.095e-06,-1.94276e-14
1.1e-06,-1.95181e-14
1.105e-06,-1.96085e-14
1.11e-06,-1.9699e-14
1.115e-06,-1.97895e-14
1.12e-06,-1.988e-14
1.125e-06,-1.99705e-14
1.13e-06,-2.0061e-14
1.135e-06,-2.01516e-14
1.14e-06,-2.02421e-14
1.145e-06,-2.03327e-14
1.15e-06,-2.04233e-14
1.155e-06,-2.05139e-14
1.16e-06,-2.06045e-14
1.165e-06,-2.06952e-14
1.17e-06,-2.07858e-14
1.175e-06,-2.08765e-14
1.18e-06,-2.09672e-14
1.185e-06,-2.10579e-14
1.19e-06,-2.11486e-14
1.195e-06,-2.12394e-14
1.2e-06,-2.13301e-14
1.205e-06,-2.14209e-14
1.21e-06,-2.15117e-14
1.215e-06,-2.16025e-14
1.22e-06,-2.16933e-14
1.225e-06,-2.17841e-14
1.23e-06,-2.1875e-14
1.235e-06,-2.19659e-14
1.24e-06,-2.20567e-14
1.245e-06,-2.21476e-14
1.25e-06,-2.22386e-14
1.255e-06,-2.23295e-14
1.26e-06,-2.24204e-14
1.265e-06,-2.25114e-14
1.27e-06,-2.26024e-14
1.275e-06,-2.26934e-14
1.28e-06,-2.27844e-14
1.285e-06,-2.28754e-14
1.29e-06,-2.29664e-14
1.295e-06,-2.30575e-14
1.3e-06,-2.31486e-14
1.305e-06,-2.32396e-14
1.31e-06,-2.33308e-14
1.315e-06,-2.34219e-14
1.32e-06,-2.3513e-14
1.325e-06,-2.36042e-14
1.33e-06,-2.36953e-14
1.335e-06,-2.37865e-14
1.34e-06,-2.38777e-14
1.345e-06,-2.39689e-14
1.35e-06,-2.40602e-14
1.355e-06,-2.41514e-14
1.36e-06,-2.42427e-14
1.365e-06,-2.4334e-14
1.37e-06,-2.44253e-14
1.375e-06,-2.45166e-14
1.38e-06,-2.46079e-14
1.385e-06,-2.46992e-14
1.39e-06,-2.47906e-14
1.395e-06,-2.4882e-14
1.4e-06,-2.49734e-14
1.405e-06,-2.50648e-14
1.41e-06,-2.51562e-14
1.415e-06,-2.52476e-14
1.42e-06,-2.53391e-14
1.425e-06,-2.54306e-14
1.43e-06,-2.55221e-14
1.435e-06,-2.56136e-14
1.44e-06,-2.57051e-14
1.445e-06,-2.57966e-14
1.45e-06,-2.58882e-14
1.455e-06,-2.59797e-14
1.46e-06,-2.60713e-14
1.465e-06,-2.61629e-14
1.47e-06,-2.62545e-14
1.475e-06,-2.63462e-14
1.48e-06,-2.64378e-14
1.485e-06,-2.65295e-14
1.49e-06,-2.66212e-14
1.495e-06,-2.67129e-14
1.5e-06,-2.68046e-14
1.505e-06,-2.68963e-14
1.51e-06,-2.6988e-14
1.515e-06,-2.70798e-14
1.52e-06,-2.71716e-14
1.525e-06,-2.72634e-14
1.53e-06,-2.73552e-14
1.535e-06,-2.7447e-14
1.54e-06,-2.75388e-14
1.545e-06,-2.76307e-14
1.55e-06,-2.77226e-14
1.555e-06,-2.78145e-14
1.56e-06,-2.79064e-14
1.565e-06,-2.79983e-14
1.57e-06,-2.80902e-14
1.575e-06,-2.81822e-14
1.58e-06,-2.82741e-14
1.585e-06,-2.83661e-14
1.59e-06,-2.84581e-14
1.595e-06,-2.85501e-14
1.6e-06,-2.86422e-14
1.605e-06,-2.87342e-14
1.61e-06,-2.88263e-14
1.615e-06,-2.89184e-14
1.62e-06,-2.90105e-14
1.625e-06,-2.91026e-14
1.63e-06,-2.91947e-14
1.635e-06,-2.92869e-14
1.64e-06,-2.9379e-14
1.645e-06,-2.94712e-14
1.65e-06,-2.95634e-14
1.655e-06,-2.96556e-14
1.66e-06,-2.97478e-14
1.665e-06,-2.98401e-14
1.67e-06,-2.99323e-14
1.675e-06,-3.00246e-14
1.68e-06,-3.01169e-14
1.685e-06,-3.02092e-14
1.69e-06,-3.03015e-14
1.695e-06,-3.03939e-14
1.7e-06,-3.04862e-14
1.705e-06,-3.05786e-14
1.71e-06,-3.0671e-14
1.715e-06,-3.07634e-14
1.72e-06,-3.08558e-14
1.725e-06,-3.09482e-14
1.73e-06,-3.10407e-14
1.735e-06,-3.11332e-14
1.74e-06,-3.12256e-14
1.745e-06,-3.13181e-14
1.75e-06,-3.14107e-14
1.755e-06,-3.15032e-14
1.76e-06,-3.15957e-14
1.765e-06,-3.16883e-14
1.77e-06,-3.17809e-14
1.775e-06,-3.18735e-14
1.78e-06,-3.19661e-14
1.785e-06,-3.20587e-14
1.79e-06,-3.21514e-14
1.795e-06,-3.2244e-14
1.8e-06,-3.23367e-14
1.805e-06,-3.24294e-14
1.81e-06,-3.25221e-14
1.815e-06,-3.26148e-14
1.82e-06,-3.27076e-14
1.825e-06,-3.28004e-14
1.83e-06,-3.28931e-14
1.835e-06,-3.29859e-14
1.84e-06,-3.30787e-14
1.845e-06,-3.31716e-14
1.85e-06,-3.32644e-14
1.855e-06,-3.33572e-14
1.86e-06,-3.34501e-14
1.865e-06,-3.3543e-14
1.87e-06,-3.36359e-14
1.875e-06,-3.37288e-14
1.88e-06,-3.38218e-14
1.885e-06,-3.39147e-14
1.89e-06,-3.40077e-14
1.895e-06,-3.41007e-14
1.9e-06,-3.41937e-14
1.905e-06,-3.42867e-14
1.91e-06,-3.43797e-14
1.915e-06,-3.44728e-14
1.92e-06,-3.45659e-14
1.925e-06,-3.46589e-14
1.93e-06,-3.4752e-14
1.935e-06,-3.48452e-14
1.94e-06,-3.49383e-14
1.945e-06,-3.50314e-14
1.95e-06,-3.51246e-14
1.955e-06,-3.52178e-14
1.96e-06,-3.5311e-14
1.965e-06,-3.54042e-14
1.97e-06,-3.54974e-14
1.975e-06,-3.55907e-14
1.98e-06,-3.56839e-14
1.985e-06,-3.57772e-14
1.99e-06,-3.58705e-14
1.995e-06,-3.59638e-14
2e-06,-3.60571e-14
2.005e-06,-3.61505e-14
2.01e-06,-3.62438e-14
2.015e-06,-3.63372e-14
2.02e-06,-3.64306e-14
2.025e-06,-3.6524e-14
2.03e-06,-3.66174e-14
2.035e-06,-3.67109e-14
2.04e-06,-3.68043e-14
2.045e-06,-3.68978e-14
2.05e-06,-3.69913e-14
2.055e-06,-3.70848e-14
2.06e-06,-3.71783e-14
2.065e-06,-3.72719e-14
2.07e-06,-3.73654e-14
2.075e-06,-3.7459e-14
2.08e-06,-3.75526e-14
2.085e-06,-3.76462e-14
2.09e-06,-3.77398e-14
2.095e-06,-3.78334e-14
2.1e-06,-3.79271e-14
2.105e-06,-3.80208e-14
2.11e-06,-3.81145e-14
2.115e-06,-3.82082e-14
2.12e-06,-3.83019e-14
2.125e-06,-3.83956e-14
2.13e-06,-3.84894e-14
2.135e-06,-3.85831e-14
2.14e-06,-3.86769e-14
2.145e-06,-3.87707e-14
2.15e-06,-3.88645e-14
2.155e-06,-3.89584e-14
2.16e-06,-3.90522e-14
2.165e-06,-3.91461e-14
2.17e-06,-3.924e-14
2.175e-06,-3.93339e-14
2.18e-06,-3.94278e-14
2.185e-06,-3.95217e-14
2.19e-06,-3.96156e-14
2.195e-06,-3.97096e-14
2.2e-06,-3.98036e-14
2.205e-06,-3.98976e-14
2.21e-06,-3.99916e-14
2.215e-06,-4.00856e-14
2.22e-06,-4.01797e-14
2.225e-06,-4.02737e-14
2.23e-06,-4.03678e-14
2.235e-06,-4.04619e-14
2.24e-06,-4.0556e-14
2.245e-06,-4.06501e-14
2.25e-06,-4.07443e-14
2.255e-06,-4.08384e-14
2.26e-06,-4.09326e-14
2.265e-06,-4.10268e-14
2.27e-06,-4.1121e-14
2.275e-06,-4.12152e-14
2.28e-06,-4.13095e-14
2.285e-06,-4.14037e-14
2.29e-06,-4.1498e-14
2.295e-06,-4.15923e-14
2.3e-06,-4.16866e-14
2.305e-06,-4.17809e-14
2.31e-06,-4.18753e-14
2.315e-06,-4.19696e-14
2.32e-06,-4.2064e-14
2.325e-06,-4.21584e-14
2.33e-06,-4.22528e-14
2.335e-06,-4.23472e-14
2.34e-06,-4.24417e-14
2.345e-06,-4.25361e-14
2.35e-06,-4.26306e-14
2.355e-06,-4.27251e-14
2.36e-06,-4.28196e-14
2.365e-06,-4.29141e-14
2.37e-06,-4.30086e-14
2.375e-06,-4.31032e-14
2.38e-06,-4.31978e-14
2.385e-06,-4.32924e-14
2.39e-06,-4.3387e-14
2.395e-06,-4.34816e-14
2.4e-06,-4.35762e-14
2.405e-06,-4.36709e-14
2.41e-06,-4.37655e-14
2.415e-06,-4.38602e-14
2.42e-06,-4.39549e-14
2.425e-06,-4.40496e-14
2.43e-06,-4.41444e-14
2.435e-06,-4.42391e-14
2.44e-06,-4.43339e-14
2.445e-06,-4.44287e-14
2.45e-06,-4.45235e-14
2.455e-06,-4.46183e-14
2.46e-06,-4.47131e-14
2.465e-06,-4.4808e-14
2.47e-06,-4.49028e-14
2.475e-06,-4.49977e-14
2.48e-06,-4.50926e-14
2.485e-06,-4.51875e-14
2.49e-06,-4.52825e-14
2.495e-06,-4.53774e-14
2.5e-06,-4.54724e-14
2.505e-06,-4.55674e-14
2.51e-06,-4.56624e-14
2.515e-06,-4.57574e-14
2.52e-06,-4.58524e-14
2.525e-06,-4.59475e-14
2.53e-06,-4.60425e-14
2.535e-06,-4.61376e-14
2.54e-06,-4.62327e-14
2.545e-06,-4.63278e-14
2.55e-06,-4.6423e-14
2.555e-06,-4.65181e-14
2.56e-06,-4.66133e-14
2.565e-06,-4.67084e-14
2.57e-06,-4.68036e-14
2.575e-06,-4.68989e-14
2.58e-06,-4.69941e-14
2.585e-06,-4.70893e-14
2.59e-06,-4.71846e-14
2.595e-06,-4.72799e-14
2.6e-06,-4.73752e-14
2.605e-06,-4.74705e-14
2.61e-06,-4.75658e-14
